-2 -3.635922669
-1.9595959596 -3.3847295642
-1.9191919192 -3.1548103142
-1.8787878788 -2.8384445851
-1.8383838384 -2.4958644941
-1.797979798 -2.6886470802
-1.7575757576 -2.7800952161
-1.7171717172 -1.9095367541
-1.6767676768 -2.3428303833
-1.6363636364 -2.3434541696
-1.595959596 -1.5602811225
-1.5555555556 -1.3802324184
-1.5151515152 -1.760452804
-1.4747474747 -1.0682452736
-1.4343434343 -1.2221403975
-1.3939393939 -0.5504129995
-1.3535353535 -1.1010421933
-1.3131313131 -1.0092704088
-1.2727272727 -0.8772854134
-1.2323232323 -0.036685349
-1.1919191919 -0.8954213983
-1.1515151515 -0.7298440631
-1.1111111111 -0.4614773609
-1.0707070707 -0.3329567982
-1.0303030303 -0.8262962328
-0.9898989899 -0.5710240883
-0.9494949495 -0.8978779413
-0.9090909091 -0.5605556394
-0.8686868687 -0.2945405907
-0.8282828283 -0.3992871659
-0.7878787879 -0.9340048993
-0.7474747475 -0.2176887022
-0.7070707071 -0.516788036
-0.6666666667 -0.4400167622
-0.6262626263 -0.0516762118
-0.5858585859 -0.1206305812
-0.5454545455 -0.0626145835
-0.5050505051 0.0408715034
-0.4646464646 0.0567926517
-0.4242424242 -0.1991543718
-0.3838383838 0.3898983085
-0.3434343434 0.7139631992
-0.303030303 -0.4373396616
-0.2626262626 -0.4107556195
-0.2222222222 -0.0482121809
-0.1818181818 -0.7398788903
-0.1414141414 -0.1865760385
-0.101010101 -0.7866852406
-0.0606060606 -0.3208604591
-0.0202020202 -0.4573245089
0.0202020202 0.0910825094
0.0606060606 -0.139930766
0.101010101 0.111092964
0.1414141414 0.266199689
0.1818181818 0.3109596279
0.2222222222 -0.4298931015
0.2626262626 0.3940965831
0.303030303 -0.0984435398
0.3434343434 0.4409939189
0.3838383838 0.3696960775
0.4242424242 -0.1625324105
0.4646464646 0.6447324836
0.5050505051 0.4172219942
0.5454545455 0.1276803466
0.5858585859 -0.1072365642
0.6262626263 0.1722001162
0.6666666667 0.6563310663
0.7070707071 -0.170225907
0.7474747475 -0.1896918975
0.7878787879 0.2878525418
0.8282828283 0.3559035202
0.8686868687 0.5189122176
0.9090909091 0.4833187764
0.9494949495 -0.0239094747
0.9898989899 1.1431265532
1.0303030303 0.7023424323
1.0707070707 0.6462804952
1.1111111111 0.7572391133
1.1515151515 0.8442865281
1.1919191919 1.0295952629
1.2323232323 1.0220668307
1.2727272727 0.7449594876
1.3131313131 0.7170303513
1.3535353535 0.5789974781
1.3939393939 0.8687337563
1.4343434343 1.0820439515
1.4747474747 2.0094105831
1.5151515152 1.9207487508
1.5555555556 1.9614412245
1.595959596 2.3485188763
1.6363636364 2.3333796499
1.6767676768 2.0473622865
1.7171717172 1.9633318008
1.7575757576 2.7594567793
1.797979798 3.287032582
1.8383838384 2.3377763807
1.8787878788 2.770696366
1.9191919192 2.7392575685
1.9595959596 3.2700907326
2 3.4143468742
